4.76961058 0.1046 0.4690720804 0.3184183632 0.7572492095
4.70231924 0.0361 -0.0729761173 0.2825753735 -0.4772343937
4.73179984 0.0355 0.1171061785 -0.2177417985 0.4947398474
4.80311221 0.3940 0.9707765682 1.2729663767 0.8864152090
4.73093020 0.5184 -1.1017474138 -1.5399671441 -0.9418864537
4.73220872 0.4699 -1.0563482185 -1.4050709561 -0.9813540766
4.78109793 0.1095 0.4993535490 0.3903960372 0.7301214785
4.80265207 0.0284 -0.0218223096 0.3310606049 -0.3619069653
4.83312745 0.0402 -0.1229110511 -0.5260293270 0.2185719187
4.84326570 0.0463 0.1676978667 0.5783440890 -0.1665872600
4.83475844 0.0456 0.1719542349 0.5733701502 -0.1636371264
4.84301415 0.0416 -0.1532123856 -0.5407012754 0.1870063542
4.90349541 0.0385 -0.1296427487 -0.5119130317 0.2046829537
4.86884171 0.1128 0.2988470181 0.9179510851 -0.1175846442
4.86988035 0.0342 -0.0499897782 -0.4183665039 0.3309531759
4.72327017 0.0722 0.3839895785 0.2846095791 0.6287384159
4.64223215 0.0947 0.4541287479 0.2749005048 0.7422543542
4.65750094 0.0461 0.1557426952 -0.2696820819 0.5542083990
4.64020652 0.0892 0.1707086702 0.8168735032 -0.2964944607
4.61195010 0.0832 -0.1646391165 -0.7876883765 0.2982505416
4.57616220 0.0541 0.0655175491 0.5814154949 -0.3749383688
4.54629780 0.0388 0.0133987089 -0.3941938338 0.4385802637
4.54697133 0.0342 0.0535454794 -0.2795845369 0.4752470926
4.58659519 0.0329 0.0754988648 -0.2088712953 0.4938638062
4.65477484 0.0343 0.1135360267 -0.1053166823 0.5263981472
4.73948421 0.0445 0.1828742894 0.0652089670 0.5876300247
4.83193524 0.0959 0.3576297057 0.4212412256 0.7106613388
4.90911724 0.5462 -0.9509581667 -1.8462586327 -0.4780320538
4.94675662 0.3787 0.7587951093 1.5836919888 0.2021470725
4.96016364 0.2332 0.5487408557 1.2720328423 -0.0132535891
4.92829097 0.1309 -0.3521606651 -0.9676684190 0.1547080040
4.85962601 0.0642 -0.1548100361 -0.6710923750 0.2554189515
4.78982851 0.0366 0.0067693271 0.4588928461 -0.3181000967
4.74132622 0.0286 0.0903822045 -0.3225034004 0.3659228235
4.70420288 0.0293 -0.1884186572 0.1777263413 -0.4327737058
4.66764707 0.0412 -0.3059287134 -0.0073594653 -0.5167434003
4.63161231 0.0598 -0.3988469919 -0.1546627637 -0.5865937616
4.62216936 0.0565 -0.3741792693 -0.0899954126 -0.5923201468
4.63011804 0.0548 0.0148863637 -0.5824537144 0.3791912637
4.61248960 0.0965 -0.1484354233 -0.8734438451 0.2629224212
4.59175451 0.0783 0.1007394557 0.7675539543 -0.3111181231
4.59439603 0.0561 -0.0364487919 -0.5968347278 0.3751369364
4.64600279 0.0436 -0.0074579925 0.4590472891 -0.4151577215
4.73776672 0.0386 -0.0235914417 0.3875194220 -0.4264574116
4.82786333 0.0367 0.0203836265 -0.3607604435 0.4241600830
4.87808245 0.0364 0.0032337257 -0.3600827027 0.4186859335
4.88244539 0.0376 0.0133157852 0.3694792900 -0.4214255117
4.86201375 0.0473 0.0853561064 0.4915498790 -0.3845654634
4.84518553 0.0588 -0.1376270012 -0.5895956949 0.3583683479
4.82587403 0.0556 -0.1123073240 -0.5623050747 0.3755890642
4.79182306 0.0484 -0.0720042363 -0.5117300846 0.3812411719
4.75271695 0.0410 -0.0409746178 -0.4673185173 0.3634120135
4.74487283 0.0363 -0.0352002751 -0.4527451869 0.3255408604
4.77809333 0.0436 -0.0905323232 -0.5478775095 0.2530679766
4.81017759 0.0885 0.2361771968 0.8254190037 -0.1187826289
4.79165499 0.2362 0.5031341999 1.3205102520 0.1246761094
4.72638944 0.3275 0.6218535995 1.5468283952 0.2204478635
4.65753452 0.2676 0.5293205512 1.4346863869 0.0817563505
4.60402665 0.1876 0.3928824794 1.2252813528 -0.0848426943
4.57840411 0.1215 -0.2557949749 -0.9845879493 0.2190223985
4.56611044 0.0669 0.1055486135 0.6884531272 -0.3361905586
4.55252739 0.0402 0.0036985050 -0.4422033863 0.4064866426
4.56152603 0.0306 -0.0552125247 0.2988529256 -0.4260371932
4.62380784 0.0259 -0.0544486282 0.2563733862 -0.3998824999
4.72656948 0.0229 -0.0205004106 0.2767645042 -0.3476292145
4.82599238 0.0219 0.0155176290 0.3074267598 -0.3009255317
4.90080071 0.0221 -0.0310561949 -0.3198285141 0.2845137763
4.93331707 0.5955 -1.0257401351 -1.8489152405 -0.6753872284
4.94489466 0.5839 0.9999871437 1.8685029786 0.5729011634
5.00108801 0.3979 -0.7853433606 -1.6039565263 -0.2406232291
5.01538884 0.0799 0.2077151354 0.7335751221 -0.2619434003
4.94153653 0.0351 -0.0884353227 0.2857638814 -0.4474995513
4.82254281 0.0382 -0.2099265415 0.1093030893 -0.5169702755
4.72194340 0.0409 0.2551926838 -0.0418052205 0.5355062639
4.66299997 0.0400 0.2708186553 -0.0174043158 0.5254117786
4.64092231 0.0403 -0.2906110744 -0.0246233171 -0.5188596187
4.62943864 0.0477 -0.3342670323 -0.1174721246 -0.5428424370
4.62239200 0.0554 0.3649140281 0.1862881055 0.5668847635
4.64276186 0.0454 -0.3237569720 -0.1118925151 -0.5311317896
4.69302932 0.0288 -0.2192621436 0.0902851691 -0.4412186344
4.75053005 0.0249 -0.1477201552 0.2181427959 -0.3803154520
4.79879081 0.0239 0.1602522158 -0.1714258704 0.3847637445
4.83569295 0.0252 0.1941710737 -0.0827235655 0.4096533851
4.88052324 0.0243 0.1825458138 -0.0851206357 0.4031480750
4.94601175 0.0211 0.1317798706 -0.1630240104 0.3608541374
4.99875495 0.0190 0.1048575787 -0.1900297515 0.3292791984
5.00489508 0.0276 -0.2307579144 -0.0680911010 -0.4092366889
4.94527267 0.1684 0.5925459305 0.7784828240 0.6578977187
4.87545789 0.1616 -0.5707776933 -0.7608506828 -0.6692538706
4.83137997 0.0366 -0.2579154686 -0.1401164247 -0.4719909944
4.80018543 0.0256 0.1772570833 -0.0569162145 0.4282435920
4.77710099 0.0314 -0.2146326033 0.0327362142 -0.4700179892
4.74866186 0.0415 -0.2753475260 -0.0508980867 -0.5276249144
4.72966164 0.0551 -0.3354084641 -0.1559179621 -0.5816856246
4.74826911 0.0774 0.4068112194 0.3111430128 0.6347676943
4.78805846 0.1682 -0.5866408535 -0.7259421706 -0.7499828830
4.78173140 0.3322 0.7967050137 1.2195876557 0.8448833101
4.75099953 0.3396 0.8289993618 1.2338367408 0.8414706933
4.72456297 0.2486 -0.7455133338 -0.9793175323 -0.7957055631
4.70091628 0.1314 -0.5726386847 -0.5762900678 -0.6935732337
4.66879922 0.0657 -0.4161683140 -0.2398828337 -0.5865758759
4.64020547 0.0503 0.3635834993 0.1267026748 0.5421032657
4.62077780 0.0560 0.3926470479 0.1851312758 0.5535683226
4.61909743 0.0718 0.4423849805 0.3037128272 0.5889103153
4.65979014 0.0919 -0.4817180159 -0.4281064169 -0.6244960166
4.73520279 0.1363 -0.5534938021 -0.6441279428 -0.6732579023
4.79798671 0.2454 -0.6937158363 -1.0245365751 -0.7463692759
4.81770259 0.3500 0.7952902401 1.3102847523 0.7848891094
4.83422526 0.3726 0.8018997923 1.3739765868 0.7842526869
4.88750781 0.3227 0.7286621626 1.2664468151 0.7486382587
4.96488635 0.1945 -0.5663115303 -0.9297031617 -0.6436128171
5.00487083 0.0731 0.3711837603 0.4605807973 0.4964709623
4.98720072 0.0498 0.3305645552 0.2995393129 0.4565573581
4.91722485 0.0513 -0.3580807321 -0.2801562307 -0.4685266435
4.82204470 0.0511 -0.3717999454 -0.2554896840 -0.4790009146
4.74402145 0.0491 -0.3705701189 -0.2295204202 -0.4817841841
4.68274428 0.0549 0.3964027770 0.2709181659 0.4983185279
4.63046122 0.0693 -0.4491174949 -0.3608175788 -0.5278561803
4.59263696 0.0716 0.4638303084 0.3696470152 0.5334544652
4.59098845 0.0603 -0.4269112643 -0.2979401252 -0.5152432638
4.63746533 0.0430 0.3503712215 0.1706655072 0.4761982634
4.70835234 0.0470 -0.3502893298 -0.2070892436 -0.4917498250
4.76831421 0.0959 0.4719103438 0.5011577426 0.5893982259
4.79086705 0.1759 0.6060424300 0.8170550316 0.6811357313
4.79669920 0.2237 0.6642250093 0.9658494975 0.7274172983
4.82108883 0.2296 -0.6522961235 -0.9848424297 -0.7403466885
4.86425602 0.2154 -0.6108656534 -0.9539889818 -0.7239195551
4.90135038 0.1787 -0.5497785443 -0.8613848656 -0.6661356495
4.91816785 0.1151 0.4506692023 0.6666344510 0.5546024353
4.91235617 0.0613 0.3393331011 0.4606692262 0.4270777530
4.90041869 0.0243 -0.2184920710 -0.2474335608 -0.3061187804
4.88896740 0.0179 0.1894081981 0.1899847648 0.2785316775
4.86215491 0.0644 0.3561018776 0.4876561805 0.4195427820
4.80307818 0.1563 0.5494476443 0.8435418098 0.5609224559
4.74033619 0.2358 -0.6728114601 -1.0873412143 -0.6286789679
4.71169709 0.3028 0.7425118991 1.2795125635 0.6595690954
4.71460525 0.3502 -0.7589522361 -1.4170513436 -0.6688969695
4.74219877 0.3625 0.7349378761 1.4622693950 0.6643491904
4.79952170 0.3346 0.6922432829 1.3915236807 0.6558179106
4.87169139 0.2151 -0.5843042681 -1.0405932769 -0.6146840729
4.87449537 0.0124 0.1438618432 -0.0805452021 0.2768384688
4.82636114 0.0208 0.0113049208 0.3972504044 -0.1346083957
4.76732378 0.0199 -0.0114476518 -0.3854579648 0.1468078532
4.70006388 0.0203 -0.1854764981 -0.0292584248 -0.3751207753
4.63544622 0.1073 -0.4439936389 -0.5877073052 -0.6341204897
4.62015427 0.1783 0.5720983614 0.8475199765 0.7276640957
4.67053187 0.2270 -0.6443169405 -0.9993840337 -0.7551700198
4.75969989 0.2609 -0.6724964556 -1.1052920266 -0.7507485034
4.84630354 0.2746 0.6647015924 1.1578321887 0.7283870734
4.90392685 0.2682 0.6448878364 1.1532885847 0.6975289079
4.94237947 0.2673 0.6418304804 1.1589749213 0.6726730555
4.97520751 0.3761 0.7278760345 1.4455966949 0.6824835403
4.96676536 0.3838 -0.7226278292 -1.4757402239 -0.6741291619
4.90785068 0.3234 -0.6881439149 -1.3106029904 -0.7057069960
4.80804033 0.2860 0.6621418708 1.2175275262 0.7121574192
4.70710504 0.2781 0.6544845843 1.2152860208 0.7117832922
4.62814904 0.2939 0.6549790944 1.2901864858 0.7061027099
4.57895719 0.2940 0.6312061858 1.3241928740 0.6848868969
4.56432261 0.2549 -0.5738669568 -1.2372026549 -0.6479826838
4.57284437 0.1906 0.4999038382 1.0422976082 0.6041880445
4.60386914 0.1596 0.4621079897 0.9274083413 0.5839267643
4.67526940 0.1806 0.4808653355 0.9917439559 0.6013176446
4.75927681 0.2545 0.5491003161 1.2064112524 0.6526754828
4.80371553 0.3225 0.6126768141 1.3651180066 0.7082402954
4.82559275 0.3599 0.6519158295 1.4342334294 0.7496374746
4.86131525 0.3834 0.6815531927 1.4729489874 0.7651450472
4.92601887 0.3950 0.7075664565 1.4866640061 0.7499450518
4.99895065 0.3857 -0.7215164134 -1.4540894038 -0.7170452697
5.05252360 0.3107 0.6780668981 1.2584278644 0.6829981176
5.03019790 0.0777 -0.3730033658 -0.5293292589 -0.4599071624
4.99252533 0.0712 0.3498500168 0.5157927375 0.4398976703
4.98597112 0.1203 -0.4304406841 -0.7356934307 -0.5080014606
4.98824963 0.2133 -0.5483510968 -1.0358706879 -0.6097552093
4.95940562 0.2757 -0.6145021205 -1.1910352342 -0.6877151976
4.88153777 0.3033 0.6416134279 1.2466260491 0.7550775465
4.78468947 0.3390 0.6629521491 1.3365868020 0.8160316068
4.71669873 0.3914 0.6767733941 1.4977596915 0.8281427721
4.69671877 0.4029 0.6538561149 1.5741800373 0.7721239687
4.74058691 0.3920 0.6265389956 1.5720807374 0.7148164919
4.84049978 0.3773 -0.5987852782 -1.5417216735 -0.6676177279
4.88125825 0.0226 -0.1813687583 -0.1339071437 -0.3713432086
4.86952917 0.0203 -0.1639390681 -0.1370538502 -0.3526446506
4.89510115 0.0314 0.1911374752 0.2906165892 0.3754720406
4.91693150 0.0977 -0.3047745121 -0.7177179906 -0.4506083135
4.87899914 0.1826 0.4085139736 1.0475135223 0.5130081010
4.81106187 0.2156 0.4541377674 1.1435505529 0.5617315506
4.76722119 0.2231 -0.4730328285 -1.1466211754 -0.6096046777
4.77196410 0.2352 -0.4950728504 -1.1507460907 -0.6648836335
4.79363990 0.2907 -0.5586259668 -1.2701767960 -0.7417430543
4.79450485 0.3741 -0.6329592673 -1.4660703721 -0.7966200769
4.77602313 0.4264 -0.6605843149 -1.6010145768 -0.8028648007
4.77317801 0.4549 0.6456892510 1.6979663703 0.7682867710
4.79017199 0.4481 0.5921306910 1.7345842864 0.6776003773
4.82721620 0.4316 0.5704605929 1.7114009415 0.6288018697
4.83311930 0.1737 -0.4517389958 -0.9438021804 -0.6097184064
4.80516797 0.1630 0.4483890657 0.8954038627 0.6181081118
4.76754649 0.1514 -0.4370477846 -0.8391381466 -0.6336104469
4.74243217 0.1378 0.4203664524 0.7754749096 0.6384454087
4.72635912 0.1235 0.4062323437 0.7118630798 0.6284084905
4.70323623 0.1131 0.4026960173 0.6672296160 0.6120229295
4.67823139 0.1160 0.4191261218 0.6811616288 0.6102444103
4.67240277 0.1552 0.4774489740 0.8422837751 0.6470019386
4.68775512 0.3163 -0.6162892851 -1.3631272836 -0.7182266312
4.69286568 0.4112 -0.6407967584 -1.6382385065 -0.6943293365
4.69184065 0.4278 -0.6316915959 -1.6852686706 -0.6943270579
4.68843184 0.4305 -0.6340116510 -1.6858670558 -0.7095660162
4.70817053 0.4124 -0.6209845673 -1.6321642808 -0.7247534823
4.77481160 0.3600 -0.5663857358 -1.4980200340 -0.7159092045
4.86260510 0.2380 0.4447914479 1.1751120157 0.6473037957
4.90521990 0.0826 0.2575602537 0.6136405063 0.4947315189
4.88663021 0.0428 -0.1808275708 -0.3742374890 -0.4300936118
4.85100544 0.0487 0.1988536244 0.4077138463 0.4518333135
4.83255982 0.0849 0.2736983473 0.5990717138 0.5325624302
4.83025476 0.1742 -0.3892822331 -0.9372241202 -0.6651971414
4.82896555 0.2575 0.4643670961 1.1776358225 0.7579336089
4.80913490 0.2803 -0.4919601192 -1.2272552391 -0.7944499332
4.76867934 0.2647 -0.4994938248 -1.1686849628 -0.8062072760
4.73433495 0.2243 0.4714097781 1.0319942708 0.8038979205
4.71569729 0.1500 -0.3741166472 -0.7550055627 -0.7667745168
4.68948924 0.0767 -0.2365688844 -0.3781206224 -0.6846223225
4.64017631 0.0443 0.1336273573 0.0758181595 0.6052114946
4.58928133 0.0381 -0.0919553464 0.0434281497 -0.5734157275
4.57133465 0.0375 -0.0819378737 0.0508288877 -0.5703323540
4.59976769 0.0381 -0.0824310815 0.0171646544 -0.5750347226
4.65353828 0.0476 0.1165405940 0.1487968848 0.6179347586
4.69670073 0.0771 0.1700602517 0.4185616485 0.6826897651
4.72524880 0.1025 -0.2042573938 -0.5951062068 -0.6996233214
4.77058365 0.1013 0.2119626055 0.6138086266 0.6669392850
4.85051682 0.0773 -0.1858580036 -0.4927589775 -0.6105695521
4.94078449 0.0473 -0.1268851578 -0.2750075696 -0.5465827385
4.99636019 0.0276 0.0513445265 -0.0221083167 0.4719555528
4.99669395 0.0364 0.0336490358 0.3970438213 -0.3722379907
4.95312020 0.1152 -0.1759510505 -0.9394207082 0.1895299598
4.89180044 0.2764 0.3464761398 1.4774927656 0.0579120275
4.84365245 0.2727 -0.3396796842 -1.4753063844 -0.0769101520
4.79488887 0.0362 0.0007021701 -0.3944924304 0.3904843962
4.70118766 0.0373 0.1230373667 0.0522857848 0.5531481988
4.62390644 0.0439 -0.1443681667 -0.1440386344 -0.5885247031
4.60250265 0.0451 0.1454062322 0.1599831637 0.5939907756
4.62966090 0.0462 0.1430960049 0.1708833761 0.5982132332
